sensor_id,datetime,Temperature,Relative.Humidity,hour,date_dt,week,GMaps_ID,randomize,treat_25,Shade,Sidewalk,St2Pole_in,COR_WIDTH,yr_repave,UHI_Qtile2,pct_treec,treatment_date,treatment_week,treatment_wave,sensor_direction,street_name,datetime_orig,cloud_type,temp_f_rdu_fill,dewpoint_f_rdu_fill,precip_in_rdu_fill,sunny,toh_rad_wm2_fill,avg_rad_wm2_fill,dt_rise,dt_set,daytime_hour,rh_pct,daylight_mins,sunny_hours,sfc_sw_down_wgt,sfc_sw_down_mean,daylight_mins_l1,sunny_hours_l1,sfc_sw_down_wgt_l1,sfc_sw_down_mean_l1,pair_data_missing,post,treat_post,date,time_unit
2503418,2026-06-25 19:40:00-04:00,90.0,45.7,19.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 19:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 20:00:00-04:00,87.6,49.2,20.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 20:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 20:20:00-04:00,86.1,51.9,20.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 20:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 20:40:00-04:00,84.2,54.2,20.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 20:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 21:00:00-04:00,82.8,57.0,21.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 21:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 21:20:00-04:00,81.5,58.1,21.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 21:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 21:40:00-04:00,80.4,60.1,21.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 21:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 22:00:00-04:00,79.6,61.9,22.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 22:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 22:20:00-04:00,78.8,64.2,22.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 22:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 22:40:00-04:00,78.2,65.5,22.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 22:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 23:00:00-04:00,77.5,66.5,23.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 23:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 23:20:00-04:00,77.0,66.6,23.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 23:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-25 23:40:00-04:00,76.7,68.0,23.0,2026-06-25,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-25 23:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-25,-11
2503418,2026-06-26 00:00:00-04:00,76.3,68.7,0.0,2026-06-26,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-26 00:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-26,-11
2503418,2026-06-26 00:20:00-04:00,75.8,69.5,0.0,2026-06-26,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-26 00:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-26,-11
2503418,2026-06-26 00:40:00-04:00,75.4,70.1,0.0,2026-06-26,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-26 00:40:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-26,-11
2503418,2026-06-26 01:00:00-04:00,74.9,71.4,1.0,2026-06-26,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-26 01:00:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-26,-11
2503418,2026-06-26 01:20:00-04:00,74.8,72.1,1.0,2026-06-26,26,KILGORE_BROOKS AV_DIXIE TR,36,0,No,Yes,22,22,2023,7,0.636363636364,2025-09-12,37,1.0,N,KILGORE,2026-06-26 01:20:00,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,2026-06-26,-11
